Mod:Item:MetaData, Localized Name
quark:vertical_stained_planks:13, Vertical Green Stained Planks
quark:vertical_stained_planks:14, Vertical Red Stained Planks
quark:vertical_stained_planks:15, Vertical Black Stained Planks
quark:duskbound_block, tile.duskbound_block.name
quark:duskbound_lantern, tile.duskbound_lantern.name
quark:duskbound_block_stairs, tile.duskbound_block_stairs.name
quark:duskbound_block_slab:0, Duskbound Slab
quark:duskbound_block_wall, tile.duskbound_block_wall.name
quark:world_stone_pavement:0, Granite Pavement
quark:world_stone_pavement:1, Diorite Pavement
quark:world_stone_pavement:2, Andesite Pavement
quark:world_stone_pavement:3, Basalt Pavement
quark:world_stone_pavement:4, Marble Pavement
quark:world_stone_pavement:5, Limestone Pavement
quark:world_stone_pavement:6, Jasper Pavement
quark:world_stone_pavement:7, Slate Pavement
quark:reed_block, tile.reed_block.name
quark:reed_block_stairs, tile.reed_block_stairs.name
quark:reed_block_slab:0, Sugar Cane Slab
quark:reed_block_wall, tile.reed_block_wall.name
quark:snow_bricks, Snow Bricks
quark:snow_bricks_stairs, tile.snow_bricks_stairs.name
quark:snow_bricks_slab:0, Snow Brick Slab
quark:snow_bricks_wall, tile.snow_bricks_wall.name
quark:carved_wood:0, Carved Oak Wood
quark:carved_wood:1, Carved Spruce Wood
quark:carved_wood:2, Carved Birch Wood
quark:carved_wood:3, Carved Jungle Wood
quark:carved_wood:4, Carved Acacia Wood
quark:carved_wood:5, Carved Dark Oak Wood
quark:soul_sandstone:0, Soul Sandstone
quark:soul_sandstone:1, Chiseled Soul Sandstone
quark:soul_sandstone:2, Smooth Soul Sandstone
quark:soul_sandstone_slab:0, Soul Sandstone Slab
quark:soul_sandstone_stairs, tile.soul_sandstone_stairs.name
quark:soul_sandstone_wall, tile.soul_sandstone_wall.name
quark:turf, tile.turf.name
quark:turf_stairs, tile.turf_stairs.name
quark:turf_slab:0, Turf Slab
quark:framed_glass, tile.framed_glass.name
quark:framed_glass_pane, tile.framed_glass_pane.name
quark:polished_netherrack:0, Netherwrought Stone
quark:polished_netherrack:1, Netherwrought Bricks
quark:polished_netherrack_bricks_stairs, tile.polished_netherrack_bricks_stairs.name
quark:polished_netherrack_bricks_slab:0, Netherwrought Brick Slab
quark:polished_netherrack_bricks_wall, tile.polished_netherrack_bricks_wall.name
quark:trowel, item.trowel.name
quark:quilted_wool:0, White Quilted Wool
quark:quilted_wool:1, Orange Quilted Wool
quark:quilted_wool:2, Magenta Quilted Wool
quark:quilted_wool:3, Light Blue Quilted Wool
quark:quilted_wool:4, Yellow Quilted Wool
quark:quilted_wool:5, Lime Quilted Wool
quark:quilted_wool:6, Pink Quilted Wool
quark:quilted_wool:7, Gray Quilted Wool
quark:quilted_wool:8, Light Gray Quilted Wool
quark:quilted_wool:9, Cyan Quilted Wool
quark:quilted_wool:10, Purple Quilted Wool
quark:quilted_wool:11, Blue Quilted Wool
quark:quilted_wool:12, Brown Quilted Wool
quark:quilted_wool:13, Green Quilted Wool
quark:quilted_wool:14, Red Quilted Wool
quark:quilted_wool:15, Black Quilted Wool
quark:roots, tile.roots.name
quark:root, item.root.name
quark:roots_blue_flower, tile.roots_blue_flower.name
quark:roots_black_flower, tile.roots_black_flower.name
quark:roots_white_flower, tile.roots_white_flower.name
quark:root_flower:0, Blue Sprout
quark:root_flower:1, Black Sprout
quark:root_flower:2, White Sprout
quark:root_dye:0, Blue Dye
quark:root_dye:1, Black Dye
quark:root_dye:2, White Dye
quark:diamond_heart, item.diamond_heart.name
quark:archaeologist_hat, item.archaeologist_hat.name
quark:variant_leaves:0, Swamp Oak Leaves
quark:variant_leaves:1, Blossoming Leaves
quark:variant_sapling:0, Swamp Oak Sapling
quark:variant_sapling:1, Blossoming Sapling
quark:crystal:0, White Cave Crystal
quark:crystal:1, Red Cave Crystal
quark:crystal:2, Orange Cave Crystal
quark:crystal:3, Yellow Cave Crystal
quark:crystal:4, Green Cave Crystal
quark:crystal:5, Blue Cave Crystal
quark:crystal:6, Indigo Cave Crystal
quark:crystal:7, Violet Cave Crystal
quark:crystal:8, Black Cave Crystal
quark:crystal_pane:0, White Cave Crystal Sheet
quark:crystal_pane:1, Red Cave Crystal Sheet
quark:crystal_pane:2, Orange Cave Crystal Sheet
quark:crystal_pane:3, Yellow Cave Crystal Sheet
quark:crystal_pane:4, Green Cave Crystal Sheet
quark:crystal_pane:5, Blue Cave Crystal Sheet
quark:crystal_pane:6, Indigo Cave Crystal Sheet
quark:crystal_pane:7, Violet Cave Crystal Sheet
quark:crystal_pane:8, Black Cave Crystal Sheet
quark:stone_speleothem, tile.stone_speleothem.name
quark:granite_speleothem, tile.granite_speleothem.name
quark:diorite_speleothem, tile.diorite_speleothem.name
quark:andesite_speleothem, tile.andesite_speleothem.name
quark:netherrack_speleothem, tile.netherrack_speleothem.name
quark:basalt_speleothem, tile.basalt_speleothem.name
quark:marble_speleothem, tile.marble_speleothem.name
quark:limestone_speleothem, tile.limestone_speleothem.name
quark:jasper_speleothem, tile.jasper_speleothem.name
quark:slate_speleothem, tile.slate_speleothem.name
quark:biotite_ore, tile.biotite_ore.name
quark:biotite_block:0, Block of Biotite
quark:biotite_block:1, Chiseled Biotite Block
quark:biotite_block:2, Pillar Biotite Block
quark:biotite, item.biotite.name
quark:biotite_slab:0, Biotite Slab
quark:biotite_stairs, tile.biotite_stairs.name
quark:biotite_wall, tile.biotite_wall.name
quark:monster_box, tile.monster_box.name
quark:basalt:0, Basalt
quark:basalt:1, Polished Basalt
quark:stone_basalt_slab:0, Basalt Slab
quark:stone_basalt_stairs, tile.stone_basalt_stairs.name
quark:basalt_wall, tile.basalt_wall.name
quark:frog_leg, item.frog_leg.name
quark:cooked_frog_leg, item.cooked_frog_leg.name
quark:golden_frog_leg, item.golden_frog_leg.name
quark:pirate_hat, item.pirate_hat.name
quark:crab_leg, item.crab_leg.name
quark:cooked_crab_leg, item.cooked_crab_leg.name
quark:crab_shell, item.crab_shell.name
quark:marble:0, Marble
quark:marble:1, Polished Marble
quark:stone_marble_slab:0, Marble Slab
quark:stone_marble_stairs, tile.stone_marble_stairs.name
quark:marble_wall, tile.marble_wall.name
quark:limestone:0, Limestone
quark:limestone:1, Polished Limestone
quark:stone_limestone_slab:0, Limestone Slab
quark:stone_limestone_stairs, tile.stone_limestone_stairs.name
quark:limestone_wall, tile.limestone_wall.name
quark:jasper:0, Jasper
quark:jasper:1, Polished Jasper
quark:stone_jasper_slab:0, Jasper Slab
quark:stone_jasper_stairs, tile.stone_jasper_stairs.name
quark:jasper_wall, tile.jasper_wall.name
quark:slate:0, Slate
quark:slate:1, Polished Slate
quark:stone_slate_slab:0, Slate Slab
quark:stone_slate_stairs, tile.stone_slate_stairs.name
quark:slate_wall, tile.slate_wall.name
quark:biome_cobblestone:0, Brimstone
quark:biome_cobblestone:1, Permafrost
quark:biome_cobblestone:2, Cobbedstone
quark:biome_brick:0, Brimstone Bricks
quark:biome_brick:1, Permafrost Bricks
quark:elder_prismarine:0, Elder Prismarine
quark:elder_prismarine:1, Elder Prismarine Bricks
quark:elder_prismarine:2, Dark Elder Prismarine
quark:elder_sea_lantern, tile.elder_sea_lantern.name
quark:fire_stone_slab:0, Brimstone Slab
quark:fire_stone_stairs, tile.fire_stone_stairs.name
quark:fire_stone_brick_slab:0, Brimstone Bricks Slab
quark:fire_stone_brick_stairs, tile.fire_stone_brick_stairs.name
quark:icy_stone_slab:0, Permafrost Slab
quark:icy_stone_stairs, tile.icy_stone_stairs.name
quark:icy_stone_brick_slab:0, Permafrost Bricks Slab
quark:icy_stone_brick_stairs, tile.icy_stone_brick_stairs.name
quark:cobbed_stone_slab:0, Cobbedstone Slab
quark:cobbed_stone_stairs, tile.cobbed_stone_stairs.name
quark:elder_prismarine_slab:0, Elder Prismarine Slab
quark:elder_prismarine_stairs, tile.elder_prismarine_stairs.name
quark:elder_prismarine_bricks_slab:0, Elder Prismarine Brick Slab
quark:elder_prismarine_bricks_stairs, tile.elder_prismarine_bricks_stairs.name
quark:elder_prismarine_dark_slab:0, Dark Elder Prismarine Slab
quark:elder_prismarine_dark_stairs, tile.elder_prismarine_dark_stairs.name
quark:fire_stone_wall, tile.fire_stone_wall.name
quark:icy_stone_wall, tile.icy_stone_wall.name
quark:cobbed_stone_wall, tile.cobbed_stone_wall.name
quark:fire_stone_brick_wall, tile.fire_stone_brick_wall.name
quark:icy_stone_brick_wall, tile.icy_stone_brick_wall.name
quark:elder_prismarine_wall, tile.elder_prismarine_wall.name
quark:elder_prismarine_bricks_wall, tile.elder_prismarine_bricks_wall.name
quark:elder_prismarine_dark_wall, tile.elder_prismarine_dark_wall.name
quark:glowcelium, tile.glowcelium.name
quark:glowshroom, tile.glowshroom.name
quark:glowshroom_block, tile.glowshroom_block.name
quark:soul_bead, item.soul_bead.name
quark:smoker, tile.smoker.name
quark:spruce_trapdoor, tile.spruce_trapdoor.name
quark:birch_trapdoor, tile.birch_trapdoor.name
quark:jungle_trapdoor, tile.jungle_trapdoor.name
quark:acacia_trapdoor, tile.acacia_trapdoor.name
quark:dark_oak_trapdoor, tile.dark_oak_trapdoor.name
quark:paper_wall, tile.paper_wall.name
quark:paper_wall_big, tile.paper_wall_big.name
quark:paper_wall_sakura, tile.paper_wall_sakura.name
quark:iron_ladder, tile.iron_ladder.name
quark:paper_lantern:0, Paper Lamp
quark:paper_lantern:1, Decorated Paper Lamp
quark:colored_flowerpot_white, tile.colored_flowerpot_white.name
quark:colored_flowerpot_orange, tile.colored_flowerpot_orange.name
quark:colored_flowerpot_magenta, tile.colored_flowerpot_magenta.name
quark:colored_flowerpot_light_blue, tile.colored_flowerpot_light_blue.name
quark:colored_flowerpot_yellow, tile.colored_flowerpot_yellow.name
quark:colored_flowerpot_lime, tile.colored_flowerpot_lime.name
quark:colored_flowerpot_pink, tile.colored_flowerpot_pink.name
quark:colored_flowerpot_gray, tile.colored_flowerpot_gray.name
quark:colored_flowerpot_silver, tile.colored_flowerpot_silver.name
quark:colored_flowerpot_cyan, tile.colored_flowerpot_cyan.name
quark:colored_flowerpot_purple, tile.colored_flowerpot_purple.name
quark:colored_flowerpot_blue, tile.colored_flowerpot_blue.name
quark:colored_flowerpot_brown, tile.colored_flowerpot_brown.name
quark:colored_flowerpot_green, tile.colored_flowerpot_green.name
quark:colored_flowerpot_red, tile.colored_flowerpot_red.name
quark:colored_flowerpot_black, tile.colored_flowerpot_black.name
quark:custom_bookshelf:0, Spruce Bookshelf
quark:custom_bookshelf:1, Birch Bookshelf
quark:custom_bookshelf:2, Jungle Bookshelf
quark:custom_bookshelf:3, Acacia Bookshelf
quark:custom_bookshelf:4, Dark Oak Bookshelf
quark:colored_item_frame:0, White Item Frame
quark:colored_item_frame:1, Orange Item Frame
quark:colored_item_frame:2, Magenta Item Frame
quark:colored_item_frame:3, Light Blue Item Frame
quark:colored_item_frame:4, Yellow Item Frame
quark:colored_item_frame:5, Lime Item Frame
quark:colored_item_frame:6, Pink Item Frame
quark:colored_item_frame:7, Gray Item Frame
quark:colored_item_frame:8, Light Gray Item Frame
quark:colored_item_frame:9, Cyan Item Frame
quark:colored_item_frame:10, Purple Item Frame
quark:colored_item_frame:11, Blue Item Frame
quark:colored_item_frame:12, Brown Item Frame
quark:colored_item_frame:13, Green Item Frame
quark:colored_item_frame:14, Red Item Frame
quark:colored_item_frame:15, Black Item Frame
quark:lit_lamp, tile.lit_lamp.name
quark:custom_chest:0, Spruce Chest
quark:custom_chest:1, Birch Chest
quark:custom_chest:2, Jungle Chest
quark:custom_chest:3, Acacia Chest
quark:custom_chest:4, Dark Oak Chest
quark:custom_chest_trap:0, Spruce Trapped Chest
quark:custom_chest_trap:1, Birch Trapped Chest
quark:custom_chest_trap:2, Jungle Trapped Chest
quark:custom_chest_trap:3, Acacia Trapped Chest
quark:custom_chest_trap:4, Dark Oak Trapped Chest
quark:candle:0, White Candle
quark:candle:1, Orange Candle
quark:candle:2, Magenta Candle
quark:candle:3, Light Blue Candle
quark:candle:4, Yellow Candle
quark:candle:5, Lime Candle
quark:candle:6, Pink Candle
quark:candle:7, Gray Candle
quark:candle:8, Light Gray Candle
quark:candle:9, Cyan Candle
quark:candle:10, Purple Candle
quark:candle:11, Blue Candle
quark:candle:12, Brown Candle
quark:candle:13, Green Candle
quark:candle:14, Red Candle
quark:candle:15, Black Candle
quark:tallow, item.tallow.name
quark:rope, tile.rope.name
quark:blaze_lantern, tile.blaze_lantern.name
quark:nether_brick_fence_gate, tile.nether_brick_fence_gate.name
quark:leaf_carpet:0, Oak Leaf Carpet
quark:leaf_carpet:1, Spruce Leaf Carpet
quark:leaf_carpet:2, Birch Leaf Carpet
quark:leaf_carpet:3, Jungle Leaf Carpet
quark:leaf_carpet:4, Acacia Leaf Carpet
quark:leaf_carpet:5, Dark Oak Leaf Carpet
quark:leaf_carpet:6, Swamp Oak Leaf Carpet
quark:leaf_carpet:7, Blossoming Leaf Carpet
quark:spruce_pressure_plate, tile.spruce_pressure_plate.name
quark:birch_pressure_plate, tile.birch_pressure_plate.name
quark:jungle_pressure_plate, tile.jungle_pressure_plate.name
quark:acacia_pressure_plate, tile.acacia_pressure_plate.name
quark:dark_oak_pressure_plate, tile.dark_oak_pressure_plate.name
quark:spruce_button, tile.spruce_button.name
quark:birch_button, tile.birch_button.name
quark:jungle_button, tile.jungle_button.name
quark:acacia_button, tile.acacia_button.name
quark:dark_oak_button, tile.dark_oak_button.name
quark:grate, tile.grate.name
quark:charcoal_block, tile.charcoal_block.name
quark:glass_item_frame, item.glass_item_frame.name
quark:glass_shards:0, Glass Shard
quark:glass_shards:1, White Glass Shard
quark:glass_shards:2, Orange Glass Shard
quark:glass_shards:3, Magenta Glass Shard
quark:glass_shards:4, Light Blue Glass Shard
quark:glass_shards:5, Yellow Glass Shard
quark:glass_shards:6, Lime Glass Shard
quark:glass_shards:7, Pink Glass Shard
quark:glass_shards:8, Gray Glass Shard
quark:glass_shards:9, Light Gray Glass Shard
quark:glass_shards:10, Cyan Glass Shard
quark:glass_shards:11, Purple Glass Shard
quark:glass_shards:12, Blue Glass Shard
quark:glass_shards:13, Brown Glass Shard
quark:glass_shards:14, Green Glass Shard
quark:glass_shards:15, Red Glass Shard
quark:glass_shards:16, Black Glass Shard
baubles:ring:0, Miner's Ring
bonsaitrees:bonsaipot:0, Bonsai Pot
bonsaitrees:bonsaipot:1, Hopping Bonsai Pot
buildcraftlib:guide, BuildCraft Guide Book
buildcraftlib:guide_note, BuildCraft Guide Book Note
buildcraftlib:debugger, Debugger
divinerpg:aquatic_dagger, Aquatic Dagger
divinerpg:aquatic_maul, Aquatic Maul
divinerpg:aquatic_trident, Aquatic Trident
divinerpg:aquaton, Aquaton
divinerpg:aquatooth_maul, Aquatooth Maul
divinerpg:aquatooth_sword, Aquatooth Sword
divinerpg:arlemite_stabber, Arlemite Stabber
divinerpg:bedrock_sword, Bedrock Sword
divinerpg:bedrock_maul, Bedrock Maul
divinerpg:bloodgem_sword, Bloodgem Sword
divinerpg:bluefire_sword, Bluefire Sword
divinerpg:corrupted_maul, Corrupted Maul
divinerpg:crabclaw_maul, Crabclaw Maul
divinerpg:cyclopsian_sword, Cyclopsian Sword
divinerpg:death_bringer, Death Bringer
divinerpg:blue_divine_sword, Blue Divine Sword
divinerpg:divine_sword, Divine Sword
divinerpg:gray_divine_sword, Gray Divine Sword
divinerpg:green_divine_sword, Green Divine Sword
divinerpg:red_divine_sword, Red Divine Sword
divinerpg:yellow_divine_sword, Yellow Divine Sword
divinerpg:dual_claw, Dual Claw
divinerpg:black_ender_sword, Black Ender Sword
divinerpg:blue_ender_sword, Blue Ender Sword
divinerpg:ender_sword, Ender Sword
divinerpg:green_ender_sword, Green Ender Sword
divinerpg:red_ender_sword, Red Ender Sword
divinerpg:yellow_ender_sword, Yellow Ender Sword
divinerpg:frost_sword, Frost Sword
divinerpg:flaming_fury, Flaming Fury
divinerpg:fury_maul, Fury Maul
divinerpg:inferno_sword, Inferno Sword
divinerpg:jungle_knife, Jungle Knife
divinerpg:jungle_rapier, Jungle Rapier
divinerpg:molten_sword, Molten Sword
divinerpg:ocean_knife, Ocean Knife
divinerpg:poison_saber, Poison Saber
divinerpg:realmite_sword, Realmite Sword
divinerpg:rupee_rapier, Rupee Rapier
divinerpg:sandslash, Sandslash
divinerpg:scorching_sword, Scorching Sword
divinerpg:shark_sword, Shark Sword
divinerpg:slime_sword, Slime Sword
divinerpg:terran_dagger, Terran Dagger
divinerpg:terran_knife, Terran Knife
divinerpg:terran_maul, Terran Maul
divinerpg:bluefire_bow, Bluefire Bow
divinerpg:ender_bow, Ender Bow
divinerpg:hunter_bow, Hunter Bow
divinerpg:inferno_bow, Inferno Bow
divinerpg:shadow_bow, Shadow Bow
divinerpg:scythe, Scythe
divinerpg:shuriken, Shuriken
divinerpg:vile_storm, Vile Storm
divinerpg:bowhead_anchor, Bowhead Anchor
divinerpg:bowhead_cannon, Bowhead Cannon
divinerpg:corrupted_cannon, Corrupted Cannon
divinerpg:crab_anchor, Crab Anchor
divinerpg:crabclaw_cannon, Crabclaw Cannon
divinerpg:cyclopsian_staff, Cyclopsian Staff
divinerpg:frost_cannon, Frost Cannon
divinerpg:ghast_cannon, Ghast Cannon
divinerpg:golden_fury, Golden Fury
divinerpg:liopleurodon_anchor, Liopleurodon Anchor
divinerpg:maelstrom, Maelstrom
divinerpg:shark_anchor, Shark Anchor
divinerpg:serenade_of_death, Serenade of Death
divinerpg:serenade_of_health, Serenade of Health
divinerpg:serenade_of_infusion, Serenade of Infusion
divinerpg:serenade_striker, Serenade Striker
divinerpg:massivence, Massivence
divinerpg:palavence, Palavence
divinerpg:enderice, Enderice
divinerpg:frostking_sword, Frostking Sword
divinerpg:frozen_maul, Frozen Maul
divinerpg:glacier_sword, Glacier Sword
divinerpg:icine_sword, Icine Sword
divinerpg:snowslash, Snowslash
divinerpg:icicle_bane, Icicle Bane
divinerpg:frossivence, Frossivence
divinerpg:snowstorm_bow, Snowstorm Bow
divinerpg:icicle_bow, Icicle Bow
divinerpg:snowflake_shuriken, Snowflake Shuriken
divinerpg:fractite_cannon, Fractite Cannon
divinerpg:frostclaw_cannon, Frostclaw Cannon
divinerpg:sound_of_music, Sound of Music
divinerpg:sound_of_carols, Sound of Carols
divinerpg:serenade_of_ice, Serenade of Ice
divinerpg:eden_blade, Eden Blade
divinerpg:wildwood_blade, Wildwood Blade
divinerpg:apalachia_blade, Apalachia Blade
divinerpg:skythern_blade, Skythern Blade
divinerpg:mortum_blade, Mortum Blade
divinerpg:halite_blade, Halite Blade
divinerpg:eden_bow, Eden Bow
divinerpg:wildwood_bow, Wildwood Bow
divinerpg:apalachia_bow, Apalachia Bow
divinerpg:skythern_bow, Skythern Bow
divinerpg:mortum_bow, Mortum Bow
divinerpg:halite_bow, Halite Bow
divinerpg:twilight_bow, Twilight Bow
divinerpg:eden_slicer, Eden Slicer
divinerpg:wildwood_slicer, Wildwood Slicer
divinerpg:apalachia_slicer, Apalachia Slicer
divinerpg:skythern_slicer, Skythern Slicer
divinerpg:mortum_slicer, Mortum Slicer
divinerpg:halite_slicer, Halite Slicer
divinerpg:eden_blitz, Eden Blitz
divinerpg:wildwood_blitz, Wildwood Blitz
divinerpg:apalachia_blitz, Apalachia Blitz
divinerpg:skythern_blitz, Skythern Blitz
divinerpg:mortum_blitz, Mortum Blitz
divinerpg:halite_blitz, Halite Blitz
divinerpg:eden_phaser, Eden Phaser
divinerpg:wildwood_phaser, Wildwood Phaser
divinerpg:apalachia_phaser, Apalachia Phaser
divinerpg:skythern_phaser, Skythern Phaser
divinerpg:mortum_phaser, Mortum Phaser
divinerpg:halite_phaser, Halite Phaser
divinerpg:arcanite_blade, Arcanite Blade
divinerpg:arcanium_saber, Arcanium Saber
divinerpg:ender_scepter, Ender Scepter
divinerpg:livicia_sword, Livicia Sword
divinerpg:storm_sword, Storm Sword
divinerpg:shadow_saber, Shadow Saber
divinerpg:arcanite_blaster, Arcanite Blaster
divinerpg:captains_sparkler, Captains Sparkler
divinerpg:firefly, Firefly
divinerpg:generals_staff, General's Staff
divinerpg:la_vekor, La Vekor
divinerpg:meriks_missile, Meriks Missile
divinerpg:meteor_mash, Meteor Mash
divinerpg:starlight, Starlight
divinerpg:staff_of_starlight, Staff of Starlight
divinerpg:grenade, Grenade
divinerpg:teaker_backsword, Teaker Backsword
divinerpg:amthirmis_backsword, Amthirmis Backsword
divinerpg:darven_backsword, Darven Backsword
divinerpg:cermile_backsword, Cermile Backsword
divinerpg:pardimal_backsword, Pardimal Backsword
divinerpg:quadrotic_backsword, Quadrotic Backsword
divinerpg:karos_backsword, Karos Backsword
divinerpg:heliosis_backsword, Heliosis Backsword
divinerpg:arksiane_backsword, Arksiane Backsword
divinerpg:teaker_bow, Teaker Bow
divinerpg:amthirmis_bow, Amthirmis Bow
divinerpg:darven_bow, Darven Bow
divinerpg:cermile_bow, Cermile Bow
divinerpg:pardimal_bow, Pardimal Bow
divinerpg:quadrotic_bow, Quadrotic Bow
divinerpg:karos_bow, Karos Bow
divinerpg:heliosis_bow, Heliosis Bow
divinerpg:arksiane_bow, Arksiane Bow
divinerpg:everfright, Everfright
divinerpg:teaker_cannon, Teaker Cannon
divinerpg:amthirmis_cannon, Amthirmis Cannon
divinerpg:darven_cannon, Darven Cannon
divinerpg:cermile_cannon, Cermile Cannon
divinerpg:pardimal_cannon, Pardimal Cannon
divinerpg:quadrotic_cannon, Quadrotic Cannon
divinerpg:karos_cannon, Karos Cannon
divinerpg:heliosis_cannon, Heliosis Cannon
divinerpg:arksiane_cannon, Arksiane Cannon
divinerpg:eversight, Eversight
divinerpg:teaker_claw, Teaker Claw
divinerpg:amthirmis_claw, Amthirmis Claw
divinerpg:darven_claw, Darven Claw
divinerpg:cermile_claw, Cermile Claw
divinerpg:pardimal_claw, Pardimal Claw
divinerpg:quadrotic_claw, Quadrotic Claw
divinerpg:karos_claw, Karos Claw
divinerpg:heliosis_claw, Heliosis Claw
divinerpg:arksiane_claw, Arksiane Claw
divinerpg:everbright, Everbright
divinerpg:teaker_disk, Teaker Disk
divinerpg:amthirmis_disk, Amthirmis Disk
divinerpg:darven_disk, Darven Disk
divinerpg:cermile_disk, Cermile Disk
divinerpg:pardimal_disk, Pardimal Disk
divinerpg:quadrotic_disk, Quadrotic Disk
divinerpg:karos_disk, Karos Disk
divinerpg:heliosis_disk, Heliosis Disk
divinerpg:arksiane_disk, Arksiane Disk
divinerpg:teaker_hammer, Teaker Hammer
divinerpg:amthirmis_hammer, Amthirmis Hammer
divinerpg:darven_hammer, Darven Hammer
divinerpg:cermile_hammer, Cermile Hammer
divinerpg:pardimal_hammer, Pardimal Hammer
divinerpg:quadrotic_hammer, Quadrotic Hammer
divinerpg:karos_hammer, Karos Hammer
divinerpg:heliosis_hammer, Heliosis Hammer
divinerpg:arksiane_hammer, Arksiane Hammer
divinerpg:everlight, Everlight
divinerpg:karos_rockmaul, Karos Rockmaul
divinerpg:teaker_staff, Teaker Staff
divinerpg:amthirmis_staff, Amthirmis Staff
divinerpg:darven_staff, Darven Staff
divinerpg:cermile_staff, Cermile Staff
divinerpg:pardimal_staff, Pardimal Staff
divinerpg:quadrotic_staff, Quadrotic Staff
divinerpg:karos_staff, Karos Staff
divinerpg:heliosis_staff, Heliosis Staff
divinerpg:arksiane_staff, Arksiane Staff
divinerpg:evernight, Evernight
divinerpg:angelic_helmet, Angelic Helmet
divinerpg:angelic_chestplate, Angelic Chestplate
divinerpg:angelic_leggings, Angelic Leggings
divinerpg:angelic_boots, Angelic Boots
divinerpg:aquastrive_helmet, Aquastrive Helmet
divinerpg:aquastrive_chestplate, Aquastrive Chestplate
divinerpg:aquastrive_leggings, Aquastrive Leggings
divinerpg:aquastrive_boots, Aquastrive Boots
divinerpg:arlemite_helmet, Arlemite Helmet
divinerpg:arlemite_chestplate, Arlemite Chestplate
divinerpg:arlemite_leggings, Arlemite Leggings
divinerpg:arlemite_boots, Arlemite Boots
divinerpg:bedrock_helmet, Bedrock Helmet
divinerpg:bedrock_chestplate, Bedrock Chestplate
divinerpg:bedrock_leggings, Bedrock Leggings
divinerpg:bedrock_boots, Bedrock Boots
divinerpg:corrupted_helmet, Corrupted Helmet
divinerpg:corrupted_chestplate, Corrupted Chestplate
divinerpg:corrupted_leggings, Corrupted Leggings
divinerpg:corrupted_boots, Corrupted Boots
divinerpg:divine_helmet, Divine Helmet
divinerpg:divine_chestplate, Divine Chestplate
divinerpg:divine_leggings, Divine Leggings
divinerpg:divine_boots, Divine Boots
divinerpg:elite_realmite_helmet, Elite Realmite Helmet
divinerpg:elite_realmite_chestplate, Elite Realmite Chestplate
divinerpg:elite_realmite_leggings, Elite Realmite Leggings
divinerpg:elite_realmite_boots, Elite Realmite Boots
divinerpg:ender_helmet, Ender Helmet
divinerpg:ender_chestplate, Ender Chestplate
divinerpg:ender_leggings, Ender Leggings
divinerpg:ender_boots, Ender Boots
divinerpg:blue_ender_helmet, Blue Ender Helmet
divinerpg:blue_ender_chestplate, Blue Ender Chestplate
divinerpg:blue_ender_leggings, Blue Ender Leggings
divinerpg:blue_ender_boots, Blue Ender Boots
divinerpg:gray_ender_helmet, Gray Ender Helmet
divinerpg:gray_ender_chestplate, Gray Ender Chestplate
divinerpg:gray_ender_leggings, Gray Ender Leggings
divinerpg:gray_ender_boots, Gray Ender Boots
divinerpg:green_ender_helmet, Green Ender Helmet
divinerpg:green_ender_chestplate, Green Ender Chestplate
divinerpg:green_ender_leggings, Green Ender Leggings
divinerpg:green_ender_boots, Green Ender Boots
divinerpg:red_ender_helmet, Red Ender Helmet
divinerpg:red_ender_chestplate, Red Ender Chestplate
divinerpg:red_ender_leggings, Red Ender Leggings
divinerpg:red_ender_boots, Red Ender Boots
divinerpg:yellow_ender_helmet, Yellow Ender Helmet
divinerpg:yellow_ender_chestplate, Yellow Ender Chestplate
divinerpg:yellow_ender_leggings, Yellow Ender Leggings
divinerpg:yellow_ender_boots, Yellow Ender Boots
divinerpg:frozen_helmet, Frozen Helmet
divinerpg:frozen_chestplate, Frozen Chestplate
divinerpg:frozen_leggings, Frozen Leggings
divinerpg:frozen_boots, Frozen Boots
divinerpg:inferno_helmet, Inferno Helmet
divinerpg:inferno_chestplate, Inferno Chestplate
divinerpg:inferno_leggings, Inferno Leggings
divinerpg:inferno_boots, Inferno Boots
divinerpg:jack_o_man_helmet, Jack O Man Helmet
divinerpg:jack_o_man_chestplate, Jack O Man Chestplate
divinerpg:jack_o_man_leggings, Jack O Man Leggings
divinerpg:jack_o_man_boots, Jack O Man Boots
divinerpg:jungle_helmet, Jungle Helmet
divinerpg:jungle_chestplate, Jungle Chestplate
divinerpg:jungle_leggings, Jungle Leggings
divinerpg:jungle_boots, Jungle Boots
divinerpg:kraken_helmet, Kraken Helmet
divinerpg:kraken_chestplate, Kraken Chestplate
divinerpg:kraken_leggings, Kraken Leggings
divinerpg:kraken_boots, Kraken Boots
divinerpg:netherite_helmet, Netherite Helmet
divinerpg:netherite_chestplate, Netherite Chestplate
divinerpg:netherite_leggings, Netherite Leggings
divinerpg:netherite_boots, Netherite Boots
divinerpg:realmite_helmet, Realmite Helmet
divinerpg:realmite_chestplate, Realmite Chestplate
divinerpg:realmite_leggings, Realmite Leggings
divinerpg:realmite_boots, Realmite Boots
divinerpg:rupee_helmet, Rupee Helmet
divinerpg:rupee_chestplate, Rupee Chestplate
divinerpg:rupee_leggings, Rupee Leggings
divinerpg:rupee_boots, Rupee Boots
divinerpg:blue_rupee_helmet, Blue Rupee Helmet
divinerpg:blue_rupee_chestplate, Blue Rupee Chestplate
divinerpg:blue_rupee_leggings, Blue Rupee Leggings
divinerpg:blue_rupee_boots, Blue Rupee Boots
